ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Interpretation Type,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Acitivty Sub-type,Archaeological Assessment Acitivty Sub-type - ORIGINAL,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Driver Certainty,Remarks,Remark Type,Cultural Period Type,Cultural Period Sub-type,30m STRN Elevation,Aimag,Soum,Bag,NCCH_Reg
O7-482,POINT (89.5617927 48.37682908),,O7,O7-482,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2077,Bajan-�lgij,Altaj,Altaj,
O7-483,POINT (89.56108536 48.37703793),,O7,O7-483,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2074,Bajan-�lgij,Altaj,Altaj,
O7-484,POINT (89.55973089 48.37642612),,O7,O7-484,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2068,Bajan-�lgij,Altaj,Altaj,
O7-485,POINT (89.57133602 48.38521986),,O7,O7-485,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2168,Bajan-�lgij,Altaj,Altaj,
O7-486,POINT (89.57497501 48.38694197),,O7,O7-486,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2198,Bajan-�lgij,Altaj,Altaj,
O7-487,POINT (89.57477342 48.38718217),,O7,O7-487,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2209,Bajan-�lgij,Altaj,Altaj,
O7-488,POINT (89.57522892 48.38740071),,O7,O7-488,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2209,Bajan-�lgij,Altaj,Altaj,
O7-489,POINT (89.58016482 48.39446975),,O7,O7-489,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2320,Bajan-�lgij,Altaj,Altaj,
O7-490,POINT (89.58002841 48.39458688),,O7,O7-490,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2317,Bajan-�lgij,Altaj,Altaj,
O7-491,POINT (89.57462465 48.35756117),,O7,O7-491,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2091,Bajan-�lgij,Altaj,Altaj,
O7-492,POINT (89.57475912 48.35751243),,O7,O7-492,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2091,Bajan-�lgij,Altaj,Altaj,
O7-493,POINT (89.57499139 48.35752055),,O7,O7-493,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-494,POINT (89.57523937 48.35756581),,O7,O7-494,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2094,Bajan-�lgij,Altaj,Altaj,
O7-495,POINT (89.57490553 48.35755232),,O7,O7-495,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-496,POINT (89.57508135 48.35727818),,O7,O7-496,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2091,Bajan-�lgij,Altaj,Altaj,
O7-497,POINT (89.57517208 48.35720775),,O7,O7-497,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2093,Bajan-�lgij,Altaj,Altaj,
O7-498,POINT (89.57619353 48.35724535),,O7,O7-498,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2097,Bajan-�lgij,Altaj,Altaj,
O7-499,POINT (89.57640935 48.35714739),,O7,O7-499,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2098,Bajan-�lgij,Altaj,Altaj,
O7-500,POINT (89.57627828 48.35729079),,O7,O7-500,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2098,Bajan-�lgij,Altaj,Altaj,
O7-501,POINT (89.57690711 48.35727776),,O7,O7-501,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2101,Bajan-�lgij,Altaj,Altaj,
O7-502,POINT (89.57495909 48.35647188),,O7,O7-502,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2091,Bajan-�lgij,Altaj,Altaj,
O7-503,POINT (89.57591228 48.3562625),,O7,O7-503,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2095,Bajan-�lgij,Altaj,Altaj,
O7-504,POINT (89.57523652 48.35604786),,O7,O7-504,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-505,POINT (89.57512753 48.35598465),,O7,O7-505,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2090,Bajan-�lgij,Altaj,Altaj,
O7-506,POINT (89.57540497 48.35623748),,O7,O7-506,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-507,POINT (89.57542478 48.35607288),,O7,O7-507,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2094,Bajan-�lgij,Altaj,Altaj,
O7-508,POINT (89.57525185 48.35482335),,O7,O7-508,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2086,Bajan-�lgij,Altaj,Altaj,
O7-509,POINT (89.57569831 48.35468419),,O7,O7-509,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2089,Bajan-�lgij,Altaj,Altaj,
O7-510,POINT (89.57554285 48.35453665),,O7,O7-510,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2088,Bajan-�lgij,Altaj,Altaj,
O7-511,POINT (89.57533754 48.35459089),,O7,O7-511,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2086,Bajan-�lgij,Altaj,Altaj,
O7-512,POINT (89.57680078 48.35444632),,O7,O7-512,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-513,POINT (89.57683085 48.35453194),,O7,O7-513,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2092,Bajan-�lgij,Altaj,Altaj,
O7-514,POINT (89.58137611 48.34660288),,O7,O7-514,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2119,Bajan-�lgij,Altaj,Altaj,
O7-515,POINT (89.58115212 48.34701698),,O7,O7-515,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2119,Bajan-�lgij,Altaj,Altaj,
O7-516,POINT (89.58106124 48.3466991),,O7,O7-516,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2117,Bajan-�lgij,Altaj,Altaj,
O7-517,POINT (89.58059131 48.34658908),,O7,O7-517,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2116,Bajan-�lgij,Altaj,Altaj,
O7-518,POINT (89.58050854 48.3466086),,O7,O7-518,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2116,Bajan-�lgij,Altaj,Altaj,
O7-519,POINT (89.57993728 48.34703754),,O7,O7-519,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2113,Bajan-�lgij,Altaj,Altaj,
O7-520,POINT (89.58078257 48.34755595),,O7,O7-520,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2119,Bajan-�lgij,Altaj,Altaj,
O7-521,POINT (89.57956616 48.34778432),,O7,O7-521,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2111,Bajan-�lgij,Altaj,Altaj,
O7-522,POINT (89.5809168 48.34769292),,O7,O7-522,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2120,Bajan-�lgij,Altaj,Altaj,
O7-523,POINT (89.57980811 48.34653622),,O7,O7-523,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2112,Bajan-�lgij,Altaj,Altaj,
O7-524,POINT (89.57986382 48.34641651),,O7,O7-524,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2111,Bajan-�lgij,Altaj,Altaj,
O7-525,POINT (89.58039861 48.34618573),,O7,O7-525,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2115,Bajan-�lgij,Altaj,Altaj,
O7-526,POINT (89.5806233 48.34591421),,O7,O7-526,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2121,Bajan-�lgij,Altaj,Altaj,
O7-527,POINT (89.5803225 48.34595524),,O7,O7-527,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2121,Bajan-�lgij,Altaj,Altaj,
O7-528,POINT (89.5804029 48.34562795),,O7,O7-528,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2125,Bajan-�lgij,Altaj,Altaj,
O7-529,POINT (89.5803426 48.34528062),,O7,O7-529,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2128,Bajan-�lgij,Altaj,Altaj,
O7-530,POINT (89.57827519 48.34690414),,O7,O7-530,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2114,Bajan-�lgij,Altaj,Altaj,
O7-531,POINT (89.58583099 48.34068851),,O7,O7-531,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2160,Bajan-�lgij,Altaj,Altaj,
O7-532,POINT (89.58545815 48.34071628),,O7,O7-532,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2157,Bajan-�lgij,Altaj,Altaj,
O7-533,POINT (89.58528 48.34074917),,O7,O7-533,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2154,Bajan-�lgij,Altaj,Altaj,
O7-534,POINT (89.5851652 48.34077022),,O7,O7-534,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2154,Bajan-�lgij,Altaj,Altaj,
O7-535,POINT (89.58498507 48.34090048),,O7,O7-535,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2153,Bajan-�lgij,Altaj,Altaj,
O7-536,POINT (89.58506622 48.34052682),,O7,O7-536,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2154,Bajan-�lgij,Altaj,Altaj,
O7-537,POINT (89.59318883 48.33737466),,O7,O7-537,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2149,Bajan-�lgij,Altaj,Altaj,
O7-538,POINT (89.59337171 48.33761556),,O7,O7-538,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2149,Bajan-�lgij,Altaj,Altaj,
O7-539,POINT (89.59333818 48.337645),,O7,O7-539,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2148,Bajan-�lgij,Altaj,Altaj,
O7-540,POINT (89.59187735 48.36153992),,O7,O7-540,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2181,Bajan-�lgij,Altaj,Altaj,
O7-541,POINT (89.60655142 48.37061302),,O7,O7-541,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2224,Bajan-�lgij,Altaj,Altaj,
O7-542,POINT (89.55167155 48.34629909),,O7,O7-542,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,16,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2080,Bajan-�lgij,Altaj,Altaj,
O7-543,POINT (89.54951157 48.34634491),,O7,O7-543,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2082,Bajan-�lgij,Altaj,Altaj,
O7-544,POINT (89.55062255 48.3476273),,O7,O7-544,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2078,Bajan-�lgij,Altaj,Altaj,
O7-545,POINT (89.5503954 48.34781438),,O7,O7-545,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2078,Bajan-�lgij,Altaj,Altaj,
O7-546,POINT (89.55017186 48.34719585),,O7,O7-546,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-547,POINT (89.55035376 48.34713354),,O7,O7-547,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-548,POINT (89.5512747 48.34733473),,O7,O7-548,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2078,Bajan-�lgij,Altaj,Altaj,
O7-549,POINT (89.55031537 48.34836753),,O7,O7-549,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,24,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2079,Bajan-�lgij,Altaj,Altaj,
O7-560,POINT (89.55162942 48.34850207),,O7,O7-560,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2076,Bajan-�lgij,Altaj,Altaj,
O7-561,POINT (89.55012638 48.34916277),,O7,O7-561,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2080,Bajan-�lgij,Altaj,Altaj,
O7-562,POINT (89.55036625 48.34909646),,O7,O7-562,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,3,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-563,POINT (89.55050277 48.34915373),,O7,O7-563,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,3,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-564,POINT (89.54940733 48.34859599),,O7,O7-564,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2078,Bajan-�lgij,Altaj,Altaj,
O7-565,POINT (89.54961907 48.34814624),,O7,O7-565,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,16,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'in poor state',General Description,Bronze Age,,2079,Bajan-�lgij,Altaj,Altaj,
O7-566,POINT (89.5525273 48.34799621),,O7,O7-566,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2076,Bajan-�lgij,Altaj,Altaj,
O7-567,POINT (89.55005661 48.34755155),,O7,O7-567,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-568,POINT (89.5493981 48.34715607),,O7,O7-568,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,17,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2080,Bajan-�lgij,Altaj,Altaj,
O7-569,POINT (89.54818868 48.34779859),,O7,O7-569,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2082,Bajan-�lgij,Altaj,Altaj,
O7-570,POINT (89.54739 48.34784918),,O7,O7-570,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,28,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2084,Bajan-�lgij,Altaj,Altaj,
O7-571,POINT (89.54491714 48.34543077),,O7,O7-571,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,Environmental (Natural),Water Action,,'endangered by the river',General Description,,,2084,Bajan-�lgij,Altaj,Altaj,
O7-572,POINT (89.55494963 48.34654024),,O7,O7-572,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,13,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2076,Bajan-�lgij,Altaj,Altaj,
O7-573,POINT (89.55539562 48.34644032),,O7,O7-573,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2076,Bajan-�lgij,Altaj,Altaj,
O7-574,POINT (89.55769892 48.34957746),,O7,O7-574,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-575,POINT (89.55731653 48.35034234),,O7,O7-575,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-576,POINT (89.55390467 48.34856015),,O7,O7-576,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,13,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2076,Bajan-�lgij,Altaj,Altaj,
O7-577,POINT (89.556013 48.3487531),,O7,O7-577,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2075,Bajan-�lgij,Altaj,Altaj,
