ResourceID;Geometric Place Expression;Grid ID;Remote Sensing Object Name;Assessment Date;Remote Sensing Place Type;Remote Sensing Assessor;Name Type;Archaeological Assessment Activity Type;Heritage Place Function Sub-Type;Heritage Place Function Certainty;Remote Sensing Interpretation Type;Overall Archaeological Certainty;Heritage Feature Measurement Number;Heritage Feature Measurement Unit Type;Heritage Feature Dimension Type;Heritage Feature Measurement Source Type;Assessment Source;Overall Condition Assessment;Disturbance Type;Threat Driver Type;Threat Type;;Remark;Cultural Period Type;Elevation;Province;District;Sub-district;External Dataset Heritage Resource;;;
6978;POINT (93.04846567 47.50951519);S20;S20-489;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1613;Khovd;Chandmani;Taxilt;;;;
6979;POINT (92.99166414 47.50716711);S20;S20-490;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1676;Khovd;Chandmani;Taxilt;;;;
6980;POINT (92.98055981 47.50647861);S20;S20-491;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1693;Khovd;Chandmani;Taxilt;;;;
6981;POINT (92.92616133 47.50859231);S20;S20-492;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1726;Khovd;Chandmani;Taxilt;;;;
6982;POINT (92.91401094 47.50713925);S20;S20-493;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1753;Khovd;Chandmani;Taxilt;;;;
6983;POINT (93.02136433 47.51075228);S20;S20-494;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1640;Khovd;Chandmani;Taxilt;;;;
6984;POINT (93.02518381 47.50976669);S20;S20-495;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;;;;; ;Bronze Age;1637;Khovd;Chandmani;Taxilt;;;;
6985;POINT (93.02547147 47.50731669);S20;S20-496;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;;;;; ;Bronze Age;1657;Khovd;Chandmani;Taxilt;;;;
6986;POINT (93.02819211 47.50680653);S20;S20-497;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;;;;; ;Bronze Age;1644;Khovd;Chandmani;Taxilt;;;;
6987;POINT (93.07292253 47.51110008);S20;S20-498;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1578;Khovd;Chandmani;Taxilt;;;;
6988;POINT (93.07730525 47.51271244);S20;S20-499;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1570;Khovd;Chandmani;Taxilt;;;;
6989;POINT (93.0738855 47.51641539);S20;S20-500;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1566;Khovd;Chandmani;Taxilt;;;;
6990;POINT (92.99591064 47.516806);S20;S20-501;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1642;Khovd;Chandmani;Taxilt;;;;
6991;POINT (92.93488614 47.51572008);S20;S20-502;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1700;Khovd;Chandmani;Taxilt;;;;
6992;POINT (92.86759319 47.51589611);S20;S20-503;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1761;Khovd;Chandmani;Taxilt;;;;
6993;POINT (92.86707017 47.51503561);S20;S20-504;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;;;;; ;Bronze Age;1756;Khovd;Chandmani;Taxilt;;;;
6994;POINT (92.86667319 47.51551386);S20;S20-505;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;;;;; ;Bronze Age;1761;Khovd;Chandmani;Taxilt;;;;
6995;POINT (93.004345 47.5183505);S20;S20-506;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1629;Khovd;Chandmani;Taxilt;;;;
6996;POINT (91.25731497 46.030751);X14;X14-001;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;16;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1204;Khovd;Möst;Alagtolgoj;;;;
6997;POINT (91.25698239 46.03047167);X14;X14-002;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;14;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1205;Khovd;Möst;Alagtolgoj;;;;
6998;POINT (91.25747592 46.031697);X14;X14-003;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;25;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1203;Khovd;Möst;Alagtolgoj;;;;
6999;POINT (91.25748397 46.03185714);X14;X14-004;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1202;Khovd;Möst;Alagtolgoj;;;;
7000;POINT (91.25178158 46.03120911);X14;X14-005;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1219;Khovd;Möst;Alagtolgoj;;;;
7001;POINT (91.25537306 46.03102475);X14;X14-006;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;27;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1209;Khovd;Möst;Alagtolgoj;;;;
7002;POINT (91.2573445 46.03328506);X14;X14-007;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1214;Khovd;Möst;Alagtolgoj;;;;
7003;POINT (91.26370408 46.03312717);X14;X14-008;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;17;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1189;Khovd;Möst;Alagtolgoj;;;;
7004;POINT (91.26803303 46.03544025);X14;X14-009;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;18;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1178;Khovd;Möst;Alagtolgoj;;;;
7005;POINT (91.26864458 46.03495611);X14;X14-010;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1179;Khovd;Möst;Alagtolgoj;;;;
7006;POINT (91.26763536 46.03697011);X14;X14-011;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1185;Khovd;Möst;Alagtolgoj;;;;
7007;POINT (91.26467422 46.03699992);X14;X14-012;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1196;Khovd;Möst;Alagtolgoj;;;;
7008;POINT (91.27098842 46.03918183);X14;X14-013;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;12;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1171;Khovd;Möst;Alagtolgoj;;;;
7009;POINT (91.27027225 46.03942389);X14;X14-014;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1183;Khovd;Möst;Alagtolgoj;;;;
7010;POINT (91.27038894 46.03940619);X14;X14-015;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1183;Khovd;Möst;Alagtolgoj;;;;
7011;POINT (91.27169114 46.03912972);X14;X14-016;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1168;Khovd;Möst;Alagtolgoj;;;;
7012;POINT (91.27316636 46.04039019);X14;X14-017;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1175;Khovd;Möst;Alagtolgoj;;;;
7013;POINT (91.25919811 46.03554753);X14;X14-018;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1221;Khovd;Möst;Alagtolgoj;;;;
7014;POINT (91.25928878 46.03360258);X14;X14-019;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1203;Khovd;Möst;Alagtolgoj;;;;
7015;POINT (91.25998386 46.03505539);X14;X14-020;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1207;Khovd;Möst;Alagtolgoj;;;;
7016;POINT (91.25987119 46.03465133);X14;X14-021;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1208;Khovd;Möst;Alagtolgoj;;;;
7017;POINT (91.26379281 46.03784631);X14;X14-022;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1204;Khovd;Möst;Alagtolgoj;;;;
7018;POINT (91.26621836 46.04108419);X14;X14-023;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1180;Khovd;Möst;Alagtolgoj;;;;
7019;POINT (91.27412875 46.04055792);X14;X14-024;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1183;Khovd;Möst;Alagtolgoj;;;;
7020;POINT (91.27465981 46.03959719);X14;X14-025;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1168;Khovd;Möst;Alagtolgoj;;;;
7021;POINT (91.27536256 46.03956369);X14;X14-026;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1166;Khovd;Möst;Alagtolgoj;;;;
7022;POINT (91.27639253 46.03928814);X14;X14-027;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1161;Khovd;Möst;Alagtolgoj;;;;
7023;POINT (91.27719719 46.03910939);X14;X14-028;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1160;Khovd;Möst;Alagtolgoj;;;;
7024;POINT (91.27825397 46.03966422);X14;X14-029;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1155;Khovd;Möst;Alagtolgoj;;;;
7025;POINT (91.27860803 46.04046483);X14;X14-030;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1169;Khovd;Möst;Alagtolgoj;;;;
7026;POINT (91.27964872 46.04065475);X14;X14-031;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;16;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1155;Khovd;Möst;Alagtolgoj;;;;
7027;POINT (91.28015833 46.04101594);X14;X14-032;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1151;Khovd;Möst;Alagtolgoj;;;;
7028;POINT (91.27993839 46.04061378);X14;X14-033;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1154;Khovd;Möst;Alagtolgoj;;;;
7029;POINT (91.27927322 46.041204);X14;X14-034;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1162;Khovd;Möst;Alagtolgoj;;;;
7030;POINT (91.28142167 46.04036244);X14;X14-035;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1153;Khovd;Möst;Alagtolgoj;;;;
7031;POINT (91.28233094 46.03998819);X14;X14-036;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;22;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1150;Khovd;Möst;Alagtolgoj;;;;
7032;POINT (91.28247042 46.04061192);X14;X14-037;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1148;Khovd;Möst;Alagtolgoj;;;;
7033;POINT (91.28183206 46.04061936);X14;X14-038;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;29;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1150;Khovd;Möst;Alagtolgoj;;;;
7034;POINT (91.281309 46.04122633);X14;X14-039;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1149;Khovd;Möst;Alagtolgoj;;;;
7035;POINT (91.28217536 46.04108856);X14;X14-040;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;45;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1147;Khovd;Möst;Alagtolgoj;;;;
7036;POINT (91.27979686 46.0418315);X14;X14-041;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1158;Khovd;Möst;Alagtolgoj;;;;
7037;POINT (91.27933283 46.04150383);X14;X14-042;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1157;Khovd;Möst;Alagtolgoj;;;;
7038;POINT (91.28245544 46.03968381);X14;X14-043;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1150;Khovd;Möst;Alagtolgoj;;;;
7039;POINT (91.28181439 46.03824736);X14;X14-044;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1150;Khovd;Möst;Alagtolgoj;;;;
7040;POINT (91.29595386 46.03295694);X14;X14-045;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1151;Khovd;Möst;Alagtolgoj;;;;
7041;POINT (91.28767556 46.03667461);X14;X14-046;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1151;Khovd;Möst;Alagtolgoj;;;;
7042;POINT (91.28420803 46.04031575);X14;X14-047;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1150;Khovd;Möst;Alagtolgoj;;;;
7043;POINT (91.42479708 46.15925131);X14;X14-048;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1333;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7044;POINT (91.42479978 46.15909708);X14;X14-049;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1333;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7045;POINT (91.42559056 46.16038383);X14;X14-050;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1318;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7046;POINT (91.42607067 46.16071081);X14;X14-051;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1309;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7047;POINT (91.42642742 46.160839);X14;X14-052;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1307;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7048;POINT (91.42693436 46.16105078);X14;X14-053;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1304;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7049;POINT (91.42752711 46.16102661);X14;X14-054;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1303;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7050;POINT (91.42824058 46.16106192);X14;X14-055;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1296;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7051;POINT (91.42764244 46.16160625);X14;X14-056;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1302;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7052;POINT (91.43399914 46.15921347);X14;X14-057;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1284;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7053;POINT (91.43295308 46.15915031);X14;X14-058;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1292;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7054;POINT (91.43378725 46.15894967);X14;X14-059;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1286;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7055;POINT (91.43554258 46.15885397);X14;X14-060;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1279;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7056;POINT (91.43730747 46.15875922);X14;X14-061;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1267;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7057;POINT (91.43212117 46.16148067);X14;X14-062;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1278;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7058;POINT (91.42206286 46.161489);X14;X14-063;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1328;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7059;POINT (91.42618006 46.16201289);X14;X14-064;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1302;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7060;POINT (91.27594406 46.13279622);X14;X14-065;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;13;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1222;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7061;POINT (91.27708936 46.13348767);X14;X14-066;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1240;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7062;POINT (91.32018364 46.10221736);X14;X14-067;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1167;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
7063;POINT (91.32023458 46.10192725);X14;X14-068;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1163;Khovd;Bulgan;BÔøΩrÔøΩnxajrxan;;;;
